Key,File,Type,UsedInMainMenu,NoTranslate,english,Context / Alternate Text,german,latam,french,italian,japanese,koreana,polish,brazilian,russian,turkish,schinese,tchinese,spanish

tutorialTipQuest01,Journal Tip,,,,"Forest Friend,\n\nThe Oakraven Forest can be a very mellow place, if you stay within its boundaries. For the adventurous, expand your horizons.\n\nFirst of all, tame the Fox Friend with the contents of your dog food can. It will be your companion through the first survival steps and beyond.\n\nStay Safe, - Forest Hermit",,,,,,,,,,,,,
perkPhysicianRank1LongDesc,progression,perk Int,,,"Medical healing items heal 25% more health over time. Gain 40% more XP using bandages, first aid bandages, first aid kits and splints. Can craft chemistry stations, first aid bandages and plaster casts. You can also craft an Oakraven Chemistry Station.",,,,,,,,,,,,,

perkGreaseMonkeyRank3LongDesc,progression,perk Int,,,"It was only a matter of time before going faster and carrying more gear was a necessity. You can craft motorcycle and spider rider parts, oil and quality 3 car batteries. Craft motorcycle and spider rider parts 33% cheaper.",,,,,,,,,,,,,
perkGreaseMonkeyRank5LongDesc,progression,perk Int,,,"Your tinkering desire is never satisfied and only a true genius could figure out how to take to the skies with scrap iron. Can craft gyrocopter and whirly bird parts as well as quality 5 car batteries. Craft gyrocopter and whirly bird parts 33% cheaper.",,,,,,,,,,,,,

UncookedRabbit,items,Food,,,Uncooked Rabbit,,,,,,,,,,,,,
UncookedRabbitDesc,items,Food,,,"This uncooked rabbit is ready for grilling or used as part of a recipe.",,,,,,,,,,,,,
GrilledRabbit,items,Food,,,Grilled Rabbit,,,,,,,,,,,,,
GrilledRabbitDesc,items,Food,,,"A tasty treat to reward your hunting activities.",,,,,,,,,,,,,
foodRabbitStew,items,Food,,,Rabbit Stew,,,,,,,,,,,,,
foodRabbitStewDesc,items,Food,,,"Harvest a rabbit, and combine it with other ingredients to cook a stew that will make your heart leap.",,,,,,,,,,,,,
ChickenBreastRaw,items,Food,,,Raw Chicken Breast,,,,,,,,,,,,,
ChickenBreastRawDesc,items,Food,,,"This raw chicken breast is ready for grilling or used as part of a recipe.",,,,,,,,,,,,,
RawChickenLeg,items,Food,,,Raw Chicken Leg,,,,,,,,,,,,,
RawChickenLegDesc,items,Food,,,"This raw chicken leg is ready for grilling or used as part of a recipe.",,,,,,,,,,,,,
RawChickenWings,items,Food,,,Raw Chicken Wing,,,,,,,,,,,,,
RawChickenWingsDesc,items,Food,,,"This raw chicken wing is ready for grilling or used as part of a recipe.",,,,,,,,,,,,,
GrilledChickenBreast,items,Food,,,Grilled Chicken Breast,,,,,,,,,,,,,
GrilledChickenBreastDesc,items,Food,,,"A tasty treat to reward your hunting activities.",,,,,,,,,,,,,
CookedChickenWing,items,Food,,,Grilled Chicken Wing,,,,,,,,,,,,,
CookedChickenWingDesc,items,Food,,,"A tasty treat to reward your hunting activities.",,,,,,,,,,,,,
GrilledChickenLeg,items,Food,,,Grilled Chicken Leg,,,,,,,,,,,,,
GrilledChickenLegDesc,items,Food,,,"A tasty treat to reward your hunting activities.",,,,,,,,,,,,,
foodChickenStew,items,Food,,,Chicken Stew,,,,,,,,,,,,,
foodChickenStewDesc,items,Food,,,"Chicken stew can be made with chicken breasts from wild and coop reared chickens.",,,,,,,,,,,,,

CactusTrap,blocks,Block,,,Cactus Teeth Trap (Blood Loss Damage),,,,,,,,,,,,,
CactusTrapDesc,blocks,Block,,,"This Cactus Teeth Trap can be placed on a surface. It will damage both zombies and players. Find Snow Orc Teeth in the Snow Biome.",,,,,,,,,,,,,
LavaTrap,blocks,Block,,,Lava Trap (Burn Damage),,,,,,,,,,,,,
LavaTrapDesc,blocks,Block,,,"This Lava Trap can be placed on a surface. It will damage both zombies and players.",,,,,,,,,,,,,
TarTrap,blocks,Block,,,Spider Sac Trap (Sticky and Slow),,,,,,,,,,,,,
TarTrapDesc,blocks,Block,,,"This Spider Sac Trap can be placed on a surface. It will damage both zombies and players. Find Spider Sacs in the Desert and Wasteland Biomes.",,,,,,,,,,,,,
barbedtrapnew,blocks,Block,,,Barbed Wire Trap (2 Blocks Wide),,,,,,,,,,,,,
barbedtrapnewDesc,blocks,Block,,,"This Barbed Wire Trap can be placed on a surface and repaired. It will damage both zombies and players.",,,,,,,,,,,,,
BarbedWirenew,blocks,Block,,,Barbed Wire Trap (3 Blocks Wide),,,,,,,,,,,,,
BarbedWirenewDesc,blocks,Block,,,"This Barbed Wire Trap can be placed on a surface and repaired. It will damage both zombies and players.",,,,,,,,,,,,,
resourceSnowOrcTeeth,items,item,,,Snow Orc Teeth,,,,,,,,,,,,,
resourceSnowOrcTeethDesc,items,item,,,"Snow Orc Teeth can be used in the Cactus Teeth Trap.",,,,,,,,,,,,,
resourceSpiderSac,items,item,,,Spider Sac,,,,,,,,,,,,,
resourceSpiderSacDesc,items,item,,,"Spider Sacs can be used in the Spider Sac Trap.",,,,,,,,,,,,,

gunRifleT2LeverActionMagnumRifle,items,item,,,Rifle - (Lever Action Magnum),,,,,,,,,,,,,
gunRifleT2LeverActionMagnumRifleDesc,items,item,,,"A rifle with all the power but none of the trimmings. Scopes cannot be mounted on this model.",,,,,,,,,,,,,
gunDragonCannon,items,item,,,Dragon Cannon,,,,,,,,,,,,,
gunDragonCannonDesc,items,item,,,"A cannon with superb stopping power, but slow reload.",,,,,,,,,,,,,
ammoDragonBoomBall,items,item,,,Dragon Boom Ball,,,,,,,,,,,,,
ammoDragonBoomBallDesc,items,item,,,"High powered explosive ammo for the Dragon Cannon.",,,,,,,,,,,,,
ammoDragonFireBall,items,item,,,Dragon Fire Ball,,,,,,,,,,,,,
ammoDragonFireBallDesc,items,item,,,"High powered incendiary ammo for the Dragon Cannon. Crystal Rock can be found in the Wasteland/Burnt Forest.",,,,,,,,,,,,,
ammoDragonShockBall,items,item,,,Dragon Shock Ball,,,,,,,,,,,,,
ammoDragonShockBallDesc,items,item,,,"High powered shock ammo for the Dragon Cannon. Blue Rock can be found in the Wasteland/Burnt Forest.",,,,,,,,,,,,,
ArmoryBench,blocks,Blocks,,,Armoury Bench,,,,,,,,,,,,,
ArmoryBenchDesc,blocks,Blocks,,,"The Armoury Bench is used for crafting custom weapons and ammo.",,,,,,,,,,,,,
AssassinDagger,items,item,,,Dagger (Assassin),,,,,,,,,,,,,
AssassinDaggerDesc,items,item,,,"A Dagger made for Stabbing.",,,,,,,,,,,,,
KamaDagger,items,item,,,Dagger (Kama),,,,,,,,,,,,,
KamaDaggerDesc,items,item,,,"A Dagger made for Stabbing.",,,,,,,,,,,,,
MetalDagger,items,item,,,Dagger (Metal),,,,,,,,,,,,,
MetalDaggerDesc,items,item,,,"A Dagger made for Stabbing.",,,,,,,,,,,,,
NilDagger,items,item,,,Dagger (Nil),,,,,,,,,,,,,
NilDaggerDesc,items,item,,,"A Dagger made for Stabbing.",,,,,,,,,,,,,
SpinDagger,items,item,,,Dagger (Spin),,,,,,,,,,,,,
SpinDaggerDesc,items,item,,,"A Dagger made for Stabbing.",,,,,,,,,,,,,
AxeGold,items,item,,,Axe (Gold),,,,,,,,,,,,,
AxeGoldDesc,items,item,,,"An Axe made for Chopping.",,,,,,,,,,,,,
AxeSpike,items,item,,,Axe (Spine),,,,,,,,,,,,,
AxeSpikeDesc,items,item,,,"An Axe made for Chopping.",,,,,,,,,,,,,
AxeSpike2,items,item,,,Axe (Dragon),,,,,,,,,,,,,
AxeSpike2Desc,items,item,,,"An Axe made for Chopping.",,,,,,,,,,,,,
AxeV,items,item,,,Axe (Craft),,,,,,,,,,,,,
AxeVDesc,items,item,,,"An Axe made for Chopping.",,,,,,,,,,,,,
vikingaxe,items,item,,,Axe (Viking),,,,,,,,,,,,,
vikingaxeDesc,items,item,,,"An Axe made for Chopping.",,,,,,,,,,,,,
MaxShotGun,items,item,,,Shotgun (Max),,,,,,,,,,,,,
MaxShotGunDesc,items,item,,,"A Shotgun made for stopping and popping.",,,,,,,,,,,,,
QuadShotgun,items,item,,,Shotgun (Quad),,,,,,,,,,,,,
QuadShotgunDesc,items,item,,,"A Shotgun made for stopping and popping.",,,,,,,,,,,,,
MadMaxShotGun,items,item,,,Shotgun (Mad Max),,,,,,,,,,,,,
MadMaxShotGunDesc,items,item,,,"A Shotgun made for stopping and popping.",,,,,,,,,,,,,
QuadShotgunSlug,items,item,,,Shotgun Slug (Quad),,,,,,,,,,,,,
QuadShotgunSlugDesc,items,item,,,"This class of Shotgun Slug is only made for the Quad Shotgun.",,,,,,,,,,,,,
SteelBladeKnuckles,items,item,,,Steel Blade Knuckles,,,,,,,,,,,,,
SteelBladeKnucklesDesc,items,item,,,"Gives a seriously close shave.",,,,,,,,,,,,,
ArramusCrossBow,items,item,,,Crossbow (Experimental),,,,,,,,,,,,,
ArramusCrossBowDesc,items,item,,,"The perfect partner for those stealthy moments.",,,,,,,,,,,,,
DiscCrossBow,items,item,,,Crossbow (Disc),,,,,,,,,,,,,
DiscCrossBowDesc,items,item,,,"The Disc Crossbow is an experimental weapon that requires intensive testing.",,,,,,,,,,,,,
DiscAmmo,items,item,,,Disc Crossbow - Steel Ammo,,,,,,,,,,,,,
DiscAmmoDesc,items,item,,,"This class of ammo is only made for the Disc Crossbow.",,,,,,,,,,,,,
DiscAmmoShock,items,item,,,Disc Crossbow - Shock Ammo,,,,,,,,,,,,,
DiscAmmoShockDesc,items,item,,,"This class of ammo is only made for the Disc Crossbow.",,,,,,,,,,,,,
DiscAmmoFlame,items,item,,,Disc Crossbow - Flame Ammo,,,,,,,,,,,,,
DiscAmmoFlameDesc,items,item,,,"This class of ammo is only made for the Disc Crossbow.",,,,,,,,,,,,,
ArramusArrowFire,items,item,,,Crossbow - Experimental Flame Bolt,,,,,,,,,,,,,
ArramusArrowFireDesc,items,item,,,"This class of fire ammo is only made for the Experimental Crossbow.",,,,,,,,,,,,,
ArramusArrowShock,items,item,,,Crossbow - Experimental Shock Bolt,,,,,,,,,,,,,
ArramusArrowShockDesc,items,item,,,"This class of shock ammo is only made for the Experimental Crossbow.",,,,,,,,,,,,,
ArramusSteelArrow,items,item,,,Crossbow - Experimental Steel Bolt,,,,,,,,,,,,,
ArramusSteelArrowDesc,items,item,,,"This class of steel ammo is only made for the Experimental Crossbow.",,,,,,,,,,,,,
PunkMagnum,items,item,,,Punk Magnum (.44),,,,,,,,,,,,,
PunkMagnumDesc,items,item,,,"The Punk Magnum will make anyone's day.",,,,,,,,,,,,,
PunkPistol,items,item,,,Punk Pistol (9mm),,,,,,,,,,,,,
PunkPistolDesc,items,item,,,"The Punk Pistol is gritty and spitty.",,,,,,,,,,,,,
PunkPipe,items,item,,,Punk Precision (.44),,,,,,,,,,,,,
PunkPipeDesc,items,item,,,"The Punk Precision is a refined and accurate weapon that is fed on magnum rounds.",,,,,,,,,,,,,
PunkMaster,items,item,,,Punk Master (.44),,,,,,,,,,,,,
PunkMasterDesc,items,item,,,"The Punk Master offers a refined weapon that is fed on magnum rounds.",,,,,,,,,,,,,
StingSpear,items,item,,,Spear (Sting),,,,,,,,,,,,,
StingSpearDesc,items,item,,,"The Sting Spear gives players a higher game stage solution to hostile threats.",,,,,,,,,,,,,
OdinSpear,items,item,,,Spear (Odin),,,,,,,,,,,,,
OdinSpearDesc,items,item,,,"The Odin Spear gives players a higher game stage solution to hostile threats.",,,,,,,,,,,,,
Dwemerspear,items,item,,,Spear (Dwemer),,,,,,,,,,,,,
DwemerspearDesc,items,item,,,"The Dwemer Spear gives players a higher game stage solution to hostile threats.",,,,,,,,,,,,,
modMeleedivinefire,item_modifiers,item_modifier,,,Divine Fire Mod,,,,,,,,,,,,,
modMeleedivinefireDesc,item_modifiers,item_modifier,,,"This mod attaches to custom daggers and emanates a deadly glow that can set enemies on fire.",,,,,,,,,,,,,
modMeleedivinefireSchematic,item_modifiers,Mod,,,Divine Fire Mod Schematic,,,,,,,,,,,,,
modMeleeDivineBarbedWire,item_modifiers,item_modifier,,,Divine Barbed Wire Mod,,,,,,,,,,,,,
modMeleeDivineBarbedWireDesc,item_modifiers,item_modifier,,,"This mod attaches to custom spears and can cause enemies to bleed.",,,,,,,,,,,,,
modMeleeDivineBarbedWireSchematic,item_modifiers,Mod,,,Divine Barbed Wire Mod Schematic,,,,,,,,,,,,,

BigStandingBrazier,blocks,Block,,,Big Standing Brazier,,,,,,,,,,,,,
BigStandingBrazierDesc,blocks,Block,,,"A Big Standing Brazier that provides atmospheric lighting.",,,,,,,,,,,,,
Brazier,blocks,Block,,,Standing Brazier,,,,,,,,,,,,,
BrazierDesc,blocks,Block,,,"A Standing Brazier that provides atmospheric lighting.",,,,,,,,,,,,,
ColumnBrazierGold,blocks,Block,,,Gold Column Brazier,,,,,,,,,,,,,
ColumnBrazierGoldDesc,blocks,Block,,,"A Gold Column Brazier that provides atmospheric lighting.",,,,,,,,,,,,,
ColumnBrazierStone,blocks,Block,,,Stone Column Brazier,,,,,,,,,,,,,
ColumnBrazierStoneDesc,blocks,Block,,,"A Stone Column Brazier that provides atmospheric lighting.",,,,,,,,,,,,,
WallHandTorch,blocks,Block,,,Wall Hand Torch,,,,,,,,,,,,,
WallHandTorchDesc,blocks,Block,,,"A Wall Hand Torch that provides atmospheric lighting.",,,,,,,,,,,,,
WallMedievalTorch,blocks,Block,,,Wall Medieval Torch,,,,,,,,,,,,,
WallMedievalTorchDesc,blocks,Block,,,"A Wall Medieval Torch that provides atmospheric lighting.",,,,,,,,,,,,,
WallhangerCage,blocks,Block,,,Wall Hanger Cage Light,,,,,,,,,,,,,
WallhangerCageDesc,blocks,Block,,,"A Wall Hanger Cage Light that provides atmospheric lighting.",,,,,,,,,,,,,
WallTorch,blocks,Block,,,Wall Torch,,,,,,,,,,,,,
WallTorchDesc,blocks,Block,,,"A Wall Torch that provides atmospheric lighting.",,,,,,,,,,,,,

WaterStandPipe,blocks,Block,,,Water Standpipe,,,,,,,,,,,,,
WaterStandPipeDesc,blocks,Block,,,"This Water Standpipe allows players to fill up their water vessels.",,,,,,,,,,,,,
StoneStandPipe,blocks,Block,,,Marble Standpipe,,,,,,,,,,,,,
StoneStandPipeDesc,blocks,Block,,,"This Marble Standpipe allows players to fill up their water vessels.",,,,,,,,,,,,,
Stone2StandPipe,blocks,Block,,,Stone Standpipe,,,,,,,,,,,,,
Stone2StandPipeDesc,blocks,Block,,,"This Stone Standpipe allows players to fill up their water vessels.",,,,,,,,,,,,,
WaterWell,blocks,Block,,,Rustic Water Well,,,,,,,,,,,,,
WaterWellDesc,blocks,Block,,,"This Rustic Water Well allows players to fill up their water vessels.",,,,,,,,,,,,,
OldWell,blocks,Block,,,Old Water Well,,,,,,,,,,,,,
OldWellDesc,blocks,Block,,,"This Old Water Well allows players to fill up their water vessels.",,,,,,,,,,,,,
StoneWell,blocks,Block,,,Stone Water Well,,,,,,,,,,,,,
StoneWellDesc,blocks,Block,,,"This Stone Water Well allows players to fill up their water vessels.",,,,,,,,,,,,,
WoodWell,blocks,Block,,,Wood Water Well,,,,,,,,,,,,,
WoodWellDesc,blocks,Block,,,"This Wood Water Well allows players to fill up their water vessels.",,,,,,,,,,,,,
OakMarbleSink,blocks,Block,,,Marble Sink,,,,,,,,,,,,,
OakMarbleSinkDesc,blocks,Block,,,"This Marble Sink allows players to fill up their water vessels and store items.",,,,,,,,,,,,,
OakSlateSink,blocks,Block,,,Slate Sink,,,,,,,,,,,,,
OakSlateSinkDesc,blocks,Block,,,"This Slate Sink allows players to fill up their water vessels and store items.",,,,,,,,,,,,,
OakTinSink,blocks,Block,,,Tin Sink,,,,,,,,,,,,,
OakTinSinkDesc,blocks,Block,,,"This Tin Sink allows players to fill up their water vessels and store items.",,,,,,,,,,,,,

RockDrillEmpty,blocks,Block,,,Oakraven Rock Drill (Requires Drill Gas),,,,,,,,,,,,,
RockDrillEmptyDesc,blocks,Block,,,"The Oakraven Rock Drill allows players to drill for random resources. Upon completion of a drill cycle, players can access the storage box to collect resources. Requires specific Drill Gas to power.",,,,,,,,,,,,,
RockDrillWorking,blocks,Block,,,Oakraven Rock Drill (Drilling Stage),,,,,,,,,,,,,
RockDrillFull,blocks,Block,,,Oakraven Rock Drill (Collection Stage),,,,,,,,,,,,,
DrillGasCan,items,Item,,,Oakraven Drill Gas Can,,,,,,,,,,,,,
DrillGasCanDesc,items,Item,,,"The Oakraven Drill Gas Can allows players to power the Oakraven Drill for one complete drill cycle.",,,,,,,,,,,,,

NoRailWalkWay1x4A,blocks,Block,,,Walkway (No Rail Marble Block Mesh Type) - 1 x 4,,,,,,,,,,,,,
NoRailWalkWay1x4B,blocks,Block,,,Walkway (No Rail Brick Block Type) - 1 x 4,,,,,,,,,,,,,
WalkWay1x4,blocks,Block,,,Walkway (Metal Stand Type) - 1 x 4,,,,,,,,,,,,,
WalkWay1x4Mesh,blocks,Block,,,Walkway (Metal Stand Mesh Type) - 1 x 4,,,,,,,,,,,,,
WalkWay1x4Block,blocks,Block,,,Walkway (Brick Block Type) - 1 x 4,,,,,,,,,,,,,
WalkWay1x4Block2,blocks,Block,,,Walkway (Steel Block Type) - 1 x 4,,,,,,,,,,,,,
NoRailWalkWay3x4,blocks,Block,,,Walkway (No Rail Stand Mesh Type) - 3 x 4,,,,,,,,,,,,,
NoRailWalkWay3x4Block,blocks,Block,,,Walkway (No Rail Marble Mesh Type) - 3 x 4,,,,,,,,,,,,,
WalkWay3x4,blocks,Block,,,Walkway (Metal Stand Type) - 3 x 4,,,,,,,,,,,,,
WalkWay3x4Mesh,blocks,Block,,,Walkway (Metal Stand Mesh Type) - 3 x 4,,,,,,,,,,,,,
WalkWay3x4Block,blocks,Block,,,Walkway (Brick Block Type) - 3 x 4,,,,,,,,,,,,,
WalkWay3x4Block2,blocks,Block,,,Walkway (Steel Block Type) - 3 x 4,,,,,,,,,,,,,
VonerichWalkWay3X8,blocks,Block,,,Walkway (Vonerich Type) - 3 x 8,,,,,,,,,,,,,
VonerichWalkWay1x8,blocks,Block,,,Walkway (Vonerich Type) - 1 x 8,,,,,,,,,,,,,

OaksCooker,blocks,Block,,,Oakraven Cooker,,,,,,,,,,,,,
OaksCookerDesc,blocks,Block,,,"The Oakraven Cooker allows players to combine recipe ingredients into meals, beverages, and resources.",,,,,,,,,,,,,
PotStove,blocks,Block,,,Oakraven Pot Stove,,,,,,,,,,,,,
PotStoveDesc,blocks,Block,,,"The Oakraven Pot Stove allows players to combine recipe ingredients into meals, beverages, and resources.",,,,,,,,,,,,,
IronStove,blocks,Block,,,Oakraven Iron Stove,,,,,,,,,,,,,
IronStoveDesc,blocks,Block,,,"The Oakraven Iron Stove allows players to combine recipe ingredients into meals, beverages, and resources.",,,,,,,,,,,,,
StoneStove,blocks,Block,,,Oakraven Stone Stove,,,,,,,,,,,,,
StoneStoveDesc,blocks,Block,,,"The Oakraven Stone Stove allows players to combine recipe ingredients into meals, beverages, and resources.",,,,,,,,,,,,,
toolMixer,items,Item,,,Mixer Attachment,,,,,,,,,,,,,
toolMixerDesc,items,Item,,,"A food mixer attachment. Necessary for combining, kneading, and whisking your mixtures.",,,,,,,,,,,,,
toolChopperBlade,items,Item,,,Chopper Blade,,,,,,,,,,,,,
toolChopperBladeDesc,items,Item,,,"A food blender attachment. Necessary for blending, chopping, and grinding your ingredients.",,,,,,,,,,,,,
toolSmoothieBlade,items,Item,,,Smoothie Blade,,,,,,,,,,,,,
toolSmoothieBladeDesc,items,Item,,,"A food blender attachment. Necessary for blending your ingredients into a smoothie.",,,,,,,,,,,,,
RedMixer,blocks,Block,,,Red Mixer,,,,,,,,,,,,,
RedMixerDesc,blocks,Block,,,"This mixer allows you to combine, knead, and whisk. Use it to create your batter, dough, egg whites, and other mixtures.",,,,,,,,,,,,,
GreenMixer,blocks,Block,,,Green Mixer,,,,,,,,,,,,,
GreenMixerDesc,blocks,Block,,,"This mixer allows you to combine, knead, and whisk. Use it to create your batter, dough, egg whites, and other mixtures.",,,,,,,,,,,,,
SilverBlender,blocks,Block,,,Silver Blender,,,,,,,,,,,,,
SilverBlenderDesc,blocks,Block,,,"This blender allows you to blend, chop, puree, mix, grate, grind, and whip your ingredients to make a complete product or as a prerequisite to another product.",,,,,,,,,,,,,
GreenBlender,blocks,Block,,,Green Blender,,,,,,,,,,,,,
GreenBlenderDesc,blocks,Block,,,"This blender allows you to blend, chop, puree, mix, grate, grind, and whip your ingredients to make a complete product or as a prerequisite to another product.",,,,,,,,,,,,,
MeatGrinder,blocks,Block,,,Meat Grinder,,,,,,,,,,,,,
MeatGrinderDesc,blocks,Block,,,"This grinder allows you to grind your meat as an ingredient for another recipe.",,,,,,,,,,,,,

foodAcornMeal,items,Food,,,Acorn Meal,,,,,,,,,,,,,
foodAcornMealDesc,items,Food,,,"Acorn Meal is an ingredient for a recipe to make a complete product. Make in a blender.",,,,,,,,,,,,,
foodAcornDough,items,Food,,,Acorn Dough,,,,,,,,,,,,,
foodAcornDoughDesc,items,Food,,,"Acorn Dough is an ingredient for a recipe to make a complete product. Make in a mixer. Cures 5% infection.",,,,,,,,,,,,,
foodAcornBread,items,Food,,,Acorn Bread,,,,,,,,,,,,,
foodAcornBreadDesc,items,Food,,,"A simple bread using an abundant resource. Cures 10% infection.",,,,,,,,,,,,,
foodcottagebake,items,Food,,,Cottage Bake,,,,,,,,,,,,,
foodcottagebakeDesc,items,Food,,,"A hearty bake using mince, canned beef, and bone meal for a rich broth stock.",,,,,,,,,,,,,
foodferalacornbreadcasserole,items,Food,,,Feral Acorn Bread Casserole,,,,,,,,,,,,,
foodferalacornbreadcasseroleDesc,items,Food,,,"Brings out the beast in you. Cures 10% infection.",,,,,,,,,,,,,
foodMinceMeat,items,Food,,,Minced Meat,,,,,,,,,,,,,
foodMinceMeatDesc,items,Food,,,"Minced Meat is an ingredient for a recipe to make a complete product. Make in a meat grinder.",,,,,,,,,,,,,
foodMincedFlesh,items,Food,,,Minced Flesh,,,,,,,,,,,,,
foodMincedFleshDesc,items,Food,,,"Minced Flesh is an ingredient for a recipe to make a complete product. Make in a meat grinder.",,,,,,,,,,,,,
foodBoneMeal,items,Food,,,Bone Meal,,,,,,,,,,,,,
foodBoneMealDesc,items,Food,,,"Bone Meal is an ingredient for a recipe to make a complete product. Make in a meat grinder.",,,,,,,,,,,,,
drinkBoarberrySmoothie,items,Food,,,Boarberry Smoothie,,,,,,,,,,,,,
drinkBoarberrySmoothieDesc,items,Food,,,"Boarberry Smoothie is a high protein refreshment. Make in a blender.",,,,,,,,,,,,,
drinkFleshCan,items,Food,,,Lumpy Flesh Can,,,,,,,,,,,,,
drinkFleshCanDesc,items,Food,,,"Lumpy Flesh in a Can is a high protein refreshment. Make in a blender.",,,,,,,,,,,,,
drinkGreenHell,items,Food,,,Green Hell Smoothie,,,,,,,,,,,,,
